Height,Width,Thickness,Efficiency,Cleaned Efficiency,Model,N/A,N/A,N/A,Power output
180,180,4.5,--,--,5W 18V Solar Panel Frameless,NaN,NaN,,0
176,86,4.5,--,--,2w 8v solar panel,NaN,NaN,,0
1640,992,40,15.37 ~ 17.52 ,17.52,EE-STM-6P,NaN,NaN,,0
381,330,4.5,--,--,18V 20W Solar Panel,NaN,NaN,,0
1640,990,35,16.63 ~ 17.55 ,17.55,CSUN285-60M,NaN,NaN,,0
1580,808,40,--,--,M200,NaN,NaN,,0
1640,992,40,0.1628,16.28,YH265W-30-P,NaN,NaN,,0
1650,990,35,17.45 ~ 18.67 ,18.67,M Series,NaN,NaN,,0
1640,990,35,--,--,THS-P250,NaN,NaN,,0
1640,990,35,--,--,SW-M180-230W,NaN,NaN,,0
555,340,34,--,--,VEGA-12V18/20,NaN,NaN,,0
1640,992,35,16 ~ 17.2 ,17.2,ZXPV 260-280P,NaN,NaN,,0
1650,992,35,0.186,18.6,STP305S - 20/Wfm-JP,NaN,NaN,,0
1657,997,46,--,--,PX-60 255-285,NaN,NaN,,0
1956,990,50,14.72 ~ 16.53 ,16.53,GC 285-320 POLY 72-6,NaN,NaN,,0
1482,992,42,12.2 ~ 14.3 ,14.3,AVE180-210P-18,NaN,NaN,,0
1642,991,50,--,--,MAC-PSP200-215,NaN,NaN,,0
1623,986,35,15.6 ~ 16.2 ,16.2,Saana 245-255 TP3 MBW,NaN,NaN,,0
670,540,25,--,--,GP-055-050P-36,NaN,NaN,,0
1482,676,35,13.4 ~ 15.4 ,15.4,JHX-135-155P36,NaN,NaN,,0
1482,676,35,13.4 ~ 15.4 ,15.4,JJ-150S-165S-180S,NaN,NaN,,0
1660,998,42,15.7 ~ 16.6 ,16.6,TARKA 60 - VSPS,NaN,NaN,,0
671,560,35,--,--,PEL36P050,NaN,NaN,,0
1658,992,7.4,--,--,GSBIPV 255-270 156P60,NaN,NaN,,0
810,541,35,--,--,YB125M36-70W,NaN,NaN,,0
1580,1069,45,15.1 ~ 16.6 ,16.6,EX-255-280 M(B)-96,NaN,NaN,,0
1580,808,40,--,--,180W 36V,NaN,NaN,,0
1657,977,39.5,0.1544,15.44,KS-250P,NaN,NaN,,0
1640,990,40,0.1632,16.32,PMS265M-60,NaN,NaN,,0
1640,992,40,15.32 ~ 16.53 ,16.53,Mono 6" 60 cells 250W-270W,NaN,NaN,,0
1640,992,40,15.32 ~ 16.53 ,16.53,SYK20-18M,NaN,NaN,,0
1645,978,93,0.1598,15.98,Hybrid Solar Panel 255W,NaN,NaN,,0
1640,992,40,--,--,KL-210-230W-P,NaN,NaN,,0
270,240,18,--,--,ASW 5P,NaN,NaN,,0
1640,992,35,--,--,INE-260-265-6PB,NaN,NaN,,0
1956,992,40,15.5 ~ 16.5 ,16.5,SR300P-320P,NaN,NaN,,0
1072,808,35,--,--,Small Mono TDC-M115-125-48,NaN,NaN,,0
1072,808,35,--,--,GSPV 5-30 156P36,NaN,NaN,,0
77.5,40,2.8,--,--,TS-ES5V0.40W,NaN,NaN,,0
77.5,40,2.8,--,--,40-300,NaN,NaN,,0
1580,808,50,12.5 ~ 14.1 ,14.1,Blue series - 160-180W,NaN,NaN,,0
1956,992,50,15 ~ 15.5 ,15.5,ZT290-295P,NaN,NaN,,0
1400,660,25,14 ~ 14.6 ,14.6,BP-M130-135P-17b,NaN,NaN,,0
1280,990,45,0.142,14.2,DS-A36-180,NaN,NaN,,0
1320,680,35,--,--,YB156P36-130W,NaN,NaN,,0
1640,992,40,16.9 ~ 17.8 ,17.8,HDS275M-290M-60,NaN,NaN,,0
1482,680,35,13.89 ~ 15.87 ,15.87,GS-150M,NaN,NaN,,0
1663,997,35,0.158,15.8,Sterling 260W Mono Black,NaN,NaN,,0
1580,808,35,--,--,TYM-170-190W,NaN,NaN,,0
1637,992,40,0.16,16,SBJ-260M-60U,NaN,NaN,,0
435,356,25,--,--,Mono 20W 12V,NaN,NaN,,0
1640,990,40,--,--,Poly 250W,NaN,NaN,,0
440,540,30,--,--,SSM-20-30M,NaN,NaN,,0
1650,990,35,17.44 ~ 18.05 ,18.05,P Series PERC,NaN,NaN,,0
330,300,17,--,--,JJ10DD,NaN,NaN,,0
1650,992,40,16.19 ~ 17.41 ,17.41,DC265-285P-60,NaN,NaN,,0
1580,808,35,0.1869,18.69,WT210 Mono,NaN,NaN,,0
340,340,22,--,--,VEGA-12V08/10,NaN,NaN,,0
1640,992,40,--,--,OS-M60 250-270W,NaN,NaN,,0
1640,992,40,--,--,EV-120-150,NaN,NaN,,0
1640,992,40,--,--,125x125 Mono Solar Panel,NaN,NaN,,0
1640,992,40,--,--,SYK30-18P,NaN,NaN,,0
1950,992,40,--,--,Mono 320,NaN,NaN,,0
1490,674,35,--,--,Poly 150,NaN,NaN,,0
1978,996,6,17.9 ~ 18.9 ,18.9,JW-D72N Series,NaN,NaN,,0
1350,595,4.5,--,--,SPM-85-100PB212,NaN,NaN,,0
1350,595,4.5,--,--,HTMU-A Poly BIPV,NaN,NaN,,0
1350,595,4.5,--,--,OEM solar panels for solar traffic so...,NaN,NaN,,0
1956,992,46,0.1623,16.23,Suntech Tier one  315W Poly PV Module,NaN,NaN,,0
1956,992,40,17.52 ~ 18.58 ,18.58,Eco Line M72/340-360,NaN,NaN,,0
1640,992,35,16.29 ~ 18.44 ,18.44,JJ-265-300M-20,NaN,NaN,,0
1958,992,50,--,--,SFM30072,NaN,NaN,,0
1658,992,6,16.11 ~ 17.02 ,17.02,HTM265-280DPA-60,NaN,NaN,,0
1658,992,6,16.11 ~ 17.02 ,17.02,Poly 4W,NaN,NaN,,0
1650,992,40,17.1 ~ 19.2 ,19.2,FS280-315M6-60P,NaN,NaN,,0
1650,992,40,17.1 ~ 19.2 ,19.2,LVS 20-25,NaN,NaN,,0
1340,668,35,0.1396,13.96,SL125TU-18P,NaN,NaN,,0
1957,992,40,16.49 ~ 18.04 ,18.04,TURBO PLUS 320-350W,NaN,NaN,,0
1957,992,40,16.49 ~ 18.04 ,18.04,SLT,NaN,NaN,,0
415,355,25,--,--,TRP 20W,NaN,NaN,,0
410,280,23,--,--,MAX-M015M,NaN,NaN,,0
355,255,17,--,--,HN-PO-010W36,NaN,NaN,,0
816,670,35,--,--,SUN70-80M-12,NaN,NaN,,0
335,155,17,--,--,RS005W(S),NaN,NaN,,0
1956,992,40,16.14 ~ 17.18 ,17.18,STP6-310-330/72,NaN,NaN,,0
125,135,4.5,--,--,6 Volts 2 Watts Solar Panel,NaN,NaN,,0
1650,992,35,15.9 ~ 16.8 ,16.8,SEP 260-275,NaN,NaN,,0
1200,540,30,12.88 ~ 16.67 ,16.67,DC85-110M-36,NaN,NaN,,0
1640,990,45,--,--,SHGT240,NaN,NaN,,0
1640,992,40,0.1721,17.21,SG280P,NaN,NaN,,0
1640,992,40,0.1721,17.21,SYK90-18M,NaN,NaN,,0
1958,992,50,--,--,SFP28072,NaN,NaN,,0
1320,992,35,15.27 ~ 17.18 ,17.18,AE P6-48_200-225W,NaN,NaN,,0
1480,680,35,--,--,Mono 150W,NaN,NaN,,0
1640,980,18,0.185,18.5,PVTHERMIN300,NaN,NaN,,0
1957,992,40,16.23 ~ 17 ,17,HTM330P5-72,NaN,NaN,,0
1658,992,6,17.02 ~ 18.24 ,18.24,HTM300DM5-60,NaN,NaN,,0
537,665,30,--,--,Mono 55,NaN,NaN,,0
1640,992,35,18.52 ~ 19.75 ,19.75,MEPV Clear 300-320W,NaN,NaN,,0
1640,992,35,18.52 ~ 19.75 ,19.75,SP 5-30W,NaN,NaN,,0
1325,995,null,--,--,Energia 175-180,NaN,NaN,,0
1330,808,35,13.96 ~ 15.82 ,15.82,AE M5-60_150-170W,NaN,NaN,,0
1580,808,35,--,--,125X125-72 SF-M (L),NaN,NaN,,0
1580,808,35,--,--,SYK120-18M,NaN,NaN,,0
1950,990,40,16.58 ~ 17.35 ,17.35,SSRS-TYB-2D,NaN,NaN,,0
1580,805,50,12.6 ~ 14.2 ,14.2,THSH160-180-24,NaN,NaN,,0
1956,992,45,16.5 ~ 17.3 ,17.3,SPM 320-335,NaN,NaN,,0
1580,796,35,0.143,14.3,KN180M,NaN,NaN,,0
982,869,35,--,--,SHT172,NaN,NaN,,0
1956,992,50,--,--,MSP300-36M,NaN,NaN,,0
1658,992,7.4,--,--,GSBIPV 160-170 156M36,NaN,NaN,,0
1480,660,35,--,--,SW-P140-160W,NaN,NaN,,0
1640,992,40,14.44 ~ 15.67 ,15.67,POWER 60 - P Black Edition,NaN,NaN,,0
1956,992,40,15.98 ~ 16.75 ,16.75,AD310-325Q6 -Aa,NaN,NaN,,0
1470,680,35,13.5 ~ 16.5 ,16.5,ZTNE 36 Series 135-165W,NaN,NaN,,0
1686,1016,40,19 ~ 19.6 ,19.6,LG325-335N1C-A5,NaN,NaN,,0
1320,992,35,14.5 ~ 16 ,16,ED190-200-210-6P,NaN,NaN,,0
1968,992,6,17.42 ~ 18.44 ,18.44,HTM360DM5-72(P),NaN,NaN,,0
1580,808,35,--,--,CM170-190W,NaN,NaN,,0
1956,992,36,16.23 ~ 17.26 ,17.26,Eldora Grand Series,NaN,NaN,,0
55,48,2.8,--,--,TS-ES3V0.33W,NaN,NaN,,0
55,48,2.8,--,--,3-150W,NaN,NaN,,0
2067,1046,46,21.3 ~ 21.7 ,21.7,X-Series X21-460-470W,NaN,NaN,,0
805,535,30,--,--,DG-M60W,NaN,NaN,,0
1640,992,40,--,--,P60PCS 225-240,NaN,NaN,,0
760,668,35,--,--,BG 60-70-18P,NaN,NaN,,0
760,668,35,--,--,JMP-P6-L 5-70,NaN,NaN,,0
1640,981,40,0.1554,15.54,MSP250SS-48,NaN,NaN,,0
1480,665,30,--,--,KN150M,NaN,NaN,,0
100,25,3,--,--,VSE-0.25W,NaN,NaN,,0
1580,808,35,14.1 ~ 16.1 ,16.1,ZDNY-180-205C,NaN,NaN,,0
1956,992,35,16.5 ~ 17.5 ,17.5,EX-320-340 P(B)-72,NaN,NaN,,0
1652,990,40,0.155,15.5,Emerald Green 235W,NaN,NaN,,0
1490,992,40,13.53 ~ 15.22 ,15.22,MSP200-225P,NaN,NaN,,0
1960,992,40,17 ~ 17.5 ,17.5,SEP 330-340 MB,NaN,NaN,,0
2563,325,43,0.192,19.2,EASRA 32,NaN,NaN,,0
1956,992,40,16 ~ 17.5 ,17.5,MS(310-340)P-72 Series,NaN,NaN,,0
400,353,28,--,--,GS-15P,NaN,NaN,,0
1960,990,46,--,--,SP250-280P-36,NaN,NaN,,0
360,240,18,--,--,SP10-12P,NaN,NaN,,0
1324,992,40,16.75 ~ 18.27 ,18.27,Eagle PERC 48 220-240W,NaN,NaN,,0
1640,992,40,14.7 ~ 15.7 ,15.7,VG- P 240-255,NaN,NaN,,0
1202,541,35,0.1547,15.47,RNG-100D,NaN,NaN,,0
130,120,2.5,--,--,1.8W 9V Poly Solar Panel,NaN,NaN,,0
1482,990,40,14.31 ~ 16.36 ,16.36,GC 210-240 POLY 54-6,NaN,NaN,,0
490,350,25,--,--,6M-20-25,NaN,NaN,,0
490,350,25,--,--,Mono 115-130,NaN,NaN,,0
1506,687,35,13.53 ~ 15.46 ,15.46,AS-P361D,NaN,NaN,,0
1506,687,35,13.53 ~ 15.46 ,15.46,JJ-5D-140D,NaN,NaN,,0
330,210,20,--,--,SHT833-TF,NaN,NaN,,0
1968,992,6,17.16 ~ 18.44 ,18.44,DOU 72M,NaN,NaN,,0
1968,992,6,17.16 ~ 18.44 ,18.44,SP75-12M,NaN,NaN,,0
1956,992,40,--,--,HLSP-72/310P-325P,NaN,NaN,,0
1330,992,40,--,--,MSP180-36P,NaN,NaN,,0
1330,992,40,--,--,SP10/20W-18V,NaN,NaN,,0
1209,547,33,--,--,AP-BP90W,NaN,NaN,,0
null,null,null,null,null,Endurance™ 80,NaN,NaN,,0
1580,808,35,--,--,BL170M-200M-24,NaN,NaN,,0
1970,992,40,17.91 ~ 18.68 ,18.68,SRP-6MA-HV 350-365W,NaN,NaN,,0
1970,992,40,17.91 ~ 18.68 ,18.68,OS OFF GRID,NaN,NaN,,0
1960,990,40,16.75 ~ 18.55 ,18.55,LW6M72 Series,NaN,NaN,,0
540,670,30,--,--,Polycrystalline Series 50W,NaN,NaN,,0
1640,992,35,17.83 ~ 18.44 ,18.44,Premium Plus Mono/290-300W,NaN,NaN,,0
1640,992,40,--,--,SPV250M,NaN,NaN,,0
1652,990,50,0.155,15.5,Lavender 230W,NaN,NaN,,0
1230,668,35,0.146,14.6,SL120TU-18P,NaN,NaN,,0
1650,992,40,18.3 ~ 20.7 ,20.7,EG-HT120N-300-340,NaN,NaN,,0
1956,992,50,14.4 ~ 15.2 ,15.2,HN72M-280-295,NaN,NaN,,0
1652,990,40,0.155,15.5,Polished Marble 235W,NaN,NaN,,0
1968,992,40,15.2 ~ 17 ,17,CYP4-72 295-330W,NaN,NaN,,0
1660,990,50,0.183,18.3,NU-RC 300,NaN,NaN,,0
1686,1016,40,16.9 ~ 17.5 ,17.5,LG290-300S1C-A5,NaN,NaN,,0
1120,990,40,--,--,Poly 150-160,NaN,NaN,,0
1650,990,35,16.9 ~ 17.52 ,17.52,CM Series PERC,NaN,NaN,,0
1650,991,35,16.51 ~ 17.43 ,17.43,SMC60 270-285W,NaN,NaN,,0
1650,991,35,16.51 ~ 17.43 ,17.43,YD-005M-090M,NaN,NaN,,0
1648,992,40,15.29 ~ 15.9 ,15.9,ASOL-250P-260P-AB,NaN,NaN,,0
1470,992,35,0.1368,13.68,SHT200P,NaN,NaN,,0
1580,808,50,0.1675,16.75,CNSDPV180(24)S,NaN,NaN,,0
1250,670,30,14.2 ~ 15.7 ,15.7,ED110-120-130-6P,NaN,NaN,,0
1077,96,4.5,--,--,Mono 12W,NaN,NaN,,0
1473,1303,40,0.135,13.5,XTCY-260,NaN,NaN,,0
1640,992,40,16.6 ~ 17.21 ,17.21,AD270-280M4-Ab,NaN,NaN,,0
1325,990,35,--,--,160-175W,NaN,NaN,,0
1650,990,40,13.5 ~ 15.9 ,15.9,RSM60-156M/220W-260W,NaN,NaN,,0
1640,992,35,15.4 ~ 16.6 ,16.6,Yak M Series,NaN,NaN,,0
170,115,2.2,--,--,TS-PS6V2.70W,NaN,NaN,,0
1060,540,null,--,--,N100F,NaN,NaN,,0
1325,992,40,14.07 ~ 15.6 ,15.6,BYD P6C-24 Series-3BB,NaN,NaN,,0
1250,670,35,--,--,SUN130M-12,NaN,NaN,,0
1640,990,40,0.1848,18.48,PMS300M-60,NaN,NaN,,0
1638,982,35,12.4 ~ 14.9 ,14.9,SPP/PVM220PS,NaN,NaN,,0
410,350,25,--,--,KL-15W-P,NaN,NaN,,0
337,197,2.5,--,--,FT-86,NaN,NaN,,0
1580,808,46.5,11.7 ~ 14.5 ,14.5,TH170M,NaN,NaN,,0
1580,808,35,14.1 ~ 16.1 ,16.1,KL180-205W-72M,NaN,NaN,,0
1580,808,35,14.1 ~ 16.1 ,16.1,Mono 140W,NaN,NaN,,0
1956,992,40,13.7 ~ 16.5 ,16.5,KPV-P 300~320,NaN,NaN,,0
1200,550,35,13.64 ~ 17.42 ,17.42,AE M5-36_90-115W,NaN,NaN,,0
1950,990,40,--,--,SP350W-36V,NaN,NaN,,0
1000,665,30,--,--,Mono 100-110,NaN,NaN,,0
1956,992,50,--,--,SPM-280-310PB205,NaN,NaN,,0
1494,679,42,17.25 ~ 18.24 ,18.24,ASE36M 175-185,NaN,NaN,,0
1667,990,40,14.6 ~ 15.7 ,15.7,Famexwatt GGpoly 240-260,NaN,NaN,,0
1956,992,50,--,--,Mono OP-260-280W,NaN,NaN,,0
1956,992,45,15.4 ~ 17 ,17,ESPSC 300W-330W,NaN,NaN,,0
1956,992,45,15.4 ~ 17 ,17,Caravan Solar Panels,NaN,NaN,,0
670,540,35,--,--,Poly 50,NaN,NaN,,0
1956,992,45,15.1 ~ 16.6 ,16.6,M290W-320W,NaN,NaN,,0
1486,666,34,--,--,SS-150(12V),NaN,NaN,,0
730,360,25,--,--,12V Solar Panel, Poly, 35W,,0
1950,995,50,--,--,SSSP-280,NaN,NaN,,0
1700,1000,35,17.1 ~ 17.9 ,17.9,Excellent Glass/Glass 290-305 PERC60,NaN,NaN,,0
1190,540,35,--,--,XDS-M-100,NaN,NaN,,0
1973,997,46,--,--,PX-72 310-340,NaN,NaN,,0
1480,680,35,--,--,MSP120-140-18P,NaN,NaN,,0
1060,795,540,--,--,MSM 150w Flexible,NaN,NaN,,0
670,660,35,--,--,Small Poly TDC-P60-36,NaN,NaN,,0
1974,992,6,18.4 ~ 18.9 ,18.9,STP360-370S - 24/Vfg,NaN,NaN,,0
1465,986,36,15.6 ~ 16.3 ,16.3,Pallas 220-230 M3 MBB,NaN,NaN,,0
1694,1005,16.8,16.39 ~ 17.61 ,17.61,CSE-P5C2-60-DI2,NaN,NaN,,0
1200,540,30,13.1 ~ 16.2 ,16.2,LM85-105-36M,NaN,NaN,,0
2000,1000,35,16.5 ~ 17.3 ,17.3,Excellent Glass/Glass 330-345 M72,NaN,NaN,,0
1580,808,35,--,--,M72PCS-190-205W,NaN,NaN,,0
1956,990,50,16.78 ~ 17.56 ,17.56,CSUN340-72M,NaN,NaN,,0
1242,673,35,0.12,12,XF-100P36,NaN,NaN,,0
535,505,25,--,--,KL-30W-P,NaN,NaN,,0
535,505,25,--,--,SUPSM-60-260,NaN,NaN,,0
1580,1062,40,15.5 ~ 16.7 ,16.7,LM260-280-96M,NaN,NaN,,0
1956,992,40,17.78 ~ 18.81 ,18.81,AE M6-72_345-365W,NaN,NaN,,0
330,210,16,--,--,SHX6,NaN,NaN,,0
330,210,16,--,--,ESPSA 190W-200W Black,NaN,NaN,,0
540,510,25,--,--,6P-40,NaN,NaN,,0
992,458,35,--,--,PEL36P060,NaN,NaN,,0
992,458,35,--,--,SYK300-36M,NaN,NaN,,0
992,458,35,--,--,GEL-P40/55,NaN,NaN,,0
1979,369,5.6,13.7 ~ 14.4 ,14.4,SMD100-105P-2X12,NaN,NaN,,0
1678,991,35,16.2 ~ 17.4 ,17.4,JAP60S03 270-290/SC,NaN,NaN,,0
1957,990,40,15.48 ~ 17.03 ,17.03,FU300-330P,NaN,NaN,,0
1640,992,40,16.59 ~ 17.54 ,17.54,MS604M 270-290W,NaN,NaN,,0
1650,991,40,17.74 ~ 18.65 ,18.65,SMP60 PERC 290-305W,NaN,NaN,,0
1648,990,35,16.9 ~ 17.8 ,17.8,AstroNova CHSM6610M/HV,NaN,NaN,,0
1633,987,37,12.4 ~ 15.5 ,15.5,MBSL eLITE,NaN,NaN,,0
1956,992,40,15.5 ~ 16.5 ,16.5,A-300-320P GSE (BS),NaN,NaN,,0
1648,998,35,16.7 ~ 18.2 ,18.2,JSM 60 Cells Series,NaN,NaN,,0
1020,670,30,--,--,RS080-90W(P),NaN,NaN,,0
152,162,2.5,--,--,Photovoltaic Solar Panel 5.5V 3.7W,NaN,NaN,,0
1640,990,35,15.71 ~ 16.94 ,16.94,G-255-275W,NaN,NaN,,0
1000,990,35,--,--,ASW-150M,NaN,NaN,,0
1956,992,40,16.51 ~ 17.56 ,17.56,Eco Line P72/320-340,NaN,NaN,,0
1956,992,40,16.51 ~ 17.56 ,17.56,12V 5.5W circular solar panel module ...,NaN,NaN,,0
870,670,35,--,--,Poly 75,NaN,NaN,,0
1648,990,40,16.2 ~ 16.9 ,16.9,PS-P60 265-275,NaN,NaN,,0
1650,990,38,0.1592,15.92,HS-MB2/260,NaN,NaN,,0
420,420,25,--,--,RS020W(S),NaN,NaN,,0
1640,990,35,16.3 ~ 18.8 ,18.8,IR265P-305P-60,NaN,NaN,,0
1640,992,40,17.83 ~ 19.05 ,19.05,HTM310M5-60(PERC),NaN,NaN,,0
1666,1000,40,15.31 ~ 16.51 ,16.51,SL255-275TU-30PB,NaN,NaN,,0
1485,668,35,0.1361,13.61,Off Grid 135W,NaN,NaN,,0
1640,990,40,15.3 ~ 16.2 ,16.2,ESP 6P 250-265 Wp,NaN,NaN,,0
1650,992,40,--,--,SAM 60/6 Suncol Smart,NaN,NaN,,0
1020,670,30,--,--,6P-100-110,NaN,NaN,,0
1623,986,35,15.6 ~ 16.2 ,16.2,Saana 245-255 M3 MBB,NaN,NaN,,0
1320,540,40,--,--,120W Mono,NaN,NaN,,0
1650,992,35,15.6 ~ 16.2 ,16.2,JY-P-60-PID,NaN,NaN,,0
285,185,18,--,--,Small Mono TDC-M5-18,NaN,NaN,,0
1987,992,6,17.8 ~ 18.8 ,18.8,JAM72D00 350-370/BP,NaN,NaN,,0
1987,992,6,17.8 ~ 18.8 ,18.8,RD140-160TU-18MD,NaN,NaN,,0
770,660,70,--,--,Poly Folding TDC-F120/150P,NaN,NaN,,0
1580,1065,50,13.1 ~ 15.5 ,15.5,THM220M-260M-96,NaN,NaN,,0
1660,995,35,16.3 ~ 17.3 ,17.3,SPE 270-285,NaN,NaN,,0
1640,992,40,14.75 ~ 15.98 ,15.98,Eldora Ultima 240-260,NaN,NaN,,0
1640,992,40,14.75 ~ 15.98 ,15.98,Mono 30W,NaN,NaN,,0
1968,992,23.5,16.1 ~ 17.4 ,17.4,STAVE II CHSM6612P(DG/T),NaN,NaN,,0
1650,992,40,18.1 ~ 21.3 ,21.3,JX-60M Series,NaN,NaN,,0
1480,670,35,15.13 ~ 17.14 ,17.14,SP170P6-36 Series,NaN,NaN,,0
535,510,50,--,--,Poly Folding TDC-F70P,NaN,NaN,,0
1979,1019,5.6,15.9 ~ 16.1 ,16.1,SMD320-325M-6X12,NaN,NaN,,0
1480,992,40,14 ~ 15.3 ,15.3,VG-P 205-225,NaN,NaN,,0
null,null,null,null,null,RD200TU-24P,NaN,NaN,,0
545,435,50,--,--,Mono Folding TDC-F60M,NaN,NaN,,0
1490,674,35,14.9 ~ 18.9 ,18.9,IR150M-190M-36,NaN,NaN,,0
1650,991,35,15.9 ~ 16.82 ,16.82,SPC60 250-280W,NaN,NaN,,0
1480,680,30,15 ~ 16.9 ,16.9,JX-36M Series,NaN,NaN,,0
1640,992,35,15.37 ~ 16.5 ,16.5,HD156P-60,NaN,NaN,,0
1640,992,40,0.1846,18.46,M300-60-B U40b,NaN,NaN,,0
1400,675,35,--,--,Poly 125,NaN,NaN,,0
1580,808,35,14.84 ~ 16.8 ,16.8,DC190-215M-72,NaN,NaN,,0
1500,668,46,0.144,14.4,KD145GH-4FU,NaN,NaN,,0
1500,668,46,0.144,14.4,RD190TU-36M,NaN,NaN,,0
1342,990,34,15.02 ~ 16.02 ,16.02,AM 48 200-215,NaN,NaN,,0
1480,670,35,14.1 ~ 15.1 ,15.1,JC140/150W-36M,NaN,NaN,,0
1973,997,46,--,--,PX-72 275-305,NaN,NaN,,0
1640,992,35,13.66 ~ 15.98 ,15.98,Poly 265-290W 30V,NaN,NaN,,0
1640,992,35,13.66 ~ 15.98 ,15.98,SYK90-18M,NaN,NaN,,0
1640,992,40,0.1649,16.49,300W Poly Tier One Manufacturer,NaN,NaN,,0
1200,552,35.2,0.151,15.1,SAM-100M,NaN,NaN,,0
1956,992,40,0.1727,17.27,NES72-6-335M,NaN,NaN,,0
1956,992,40,0.1727,17.27,RD130-140TU-18P,NaN,NaN,,0
65,65,2,--,--,5 Volt 0.6W ETFE Solar Panel,NaN,NaN,,0
1500,1000,42,12.67 ~ 15 ,15,MM 210 Series,NaN,NaN,,0
3034,325,43,0.193,19.3,EASRA 38,NaN,NaN,,0
920,670,30,--,--,6M 95-100,NaN,NaN,,0
1475,670,35,--,--,Mono 160,NaN,NaN,,0
1668,992,40,17.8 ~ 18 ,18,IS 260-265M-60C,NaN,NaN,,0
1640,992,40,0.1567,15.67,YH250W-30-M,NaN,NaN,,0
1320,992,35,--,--,SMTP-200/210,NaN,NaN,,0
537,665,30,--,--,Poly 55,NaN,NaN,,0
656,434,34,--,--,SS-40(12V),NaN,NaN,,0
1658,992,6,16.42 ~ 17.02 ,17.02,DOU 60P,NaN,NaN,,0
434,277,null,--,--,T18F,NaN,NaN,,0
434,277,null,--,--,OS-M36 70-100W,NaN,NaN,,0
1480,990,35,--,--,KS200-240P-54,NaN,NaN,,0
1650,992,45,14.7 ~ 15 ,15,ZDNY-240-245C60,NaN,NaN,,0
1650,992,45,14.7 ~ 15 ,15,FS260-295M-60,NaN,NaN,,0
1956,992,45,14.6 ~ 15.6 ,15.6,P280W-300W,NaN,NaN,,0
710,666,35,--,--,HX-65W,NaN,NaN,,0
1956,992,40,16.5 ~ 18 ,18,VGE-P156-72,NaN,NaN,,0
1956,992,45,0.1597,15.97,YH310W-36-P,NaN,NaN,,0
1650,992,35,18.02 ~ 18.94 ,18.94,DM310-M156-60BK(35),NaN,NaN,,0
83,63,15,--,--,VSR-0.2W,NaN,NaN,,0
1196,540,35,--,--,BGS 75-100-18M,NaN,NaN,,0
1950,995,45,--,--,SP300-24M,NaN,NaN,,0
1580,808,35,--,--,RS160-185W(S),NaN,NaN,,0
1580,808,35,--,--,GSPV150P,NaN,NaN,,0
778,660,57,--,--,KD70SX-RP,NaN,NaN,,0
1580,1060,50,13.4 ~ 15.2 ,15.2,PLS125*125-96-M,NaN,NaN,,0
1662,990,46,0.154,15.4,KK255P-3CB2CG,NaN,NaN,,0
1200,670,35,--,--,MAX-M100P,NaN,NaN,,0
1973,988,40,16.42 ~ 17.2 ,17.2,SF (P) 72-320-335,NaN,NaN,,0
150,92,4.5,--,--,5v 1.5w mini solar panel,NaN,NaN,,0
1658,990,6,17.1 ~ 18.3 ,18.3,LR6-60DG (No Frame) 280-300,NaN,NaN,,0
1640,992,40,16.6 ~ 17.21 ,17.21,RF-P60 270W-280W 1500V High Voltage,NaN,NaN,,0
1640,992,40,16.6 ~ 17.21 ,17.21,3.5W 6V PET mono solar panel,NaN,NaN,,0
1475,665,35,0.153,15.3,JTS 150W,NaN,NaN,,0
1645,990,35,0.1842,18.42,X-SMART XM460I+35 (TS4) 300Wp,NaN,NaN,,0
1230,668,35,0.146,14.6,YH120W-18-M,NaN,NaN,,0
1700,1000,35,0.171,17.1,Excellent Glass/Glass 290 M60 Bifacial,NaN,NaN,,0
1600,1065,50,12.3 ~ 13.5 ,13.5,UT5-210-230M/96,NaN,NaN,,0
1640,990,50,14.2 ~ 14.8 ,14.8,NPV-M-230/240,NaN,NaN,,0
1640,990,50,14.2 ~ 14.8 ,14.8,GSP6-36-5-160W,NaN,NaN,,0
1290,665,35,0.14,14,DS-A36-120,NaN,NaN,,0
170,270,2.5,--,--,6V 6.6 Watt PET Solar PV Panel 1.1A,NaN,NaN,,0
676,356,25,--,--,SUN30P-12,NaN,NaN,,0
1650,991,35,15.9 ~ 17.1 ,17.1,Q.POWER-G5 260 - 280,NaN,NaN,,0
1210,670,30,--,--,P6-120-125,NaN,NaN,,0
1476,672,35,--,--,SUN-120-18-P,NaN,NaN,,0
1956,992,50,15.98 ~ 18.04 ,18.04,EE-STE-6M,NaN,NaN,,0
145,145,2.7,--,--,6V 550mA 3.3 Watt Photovoltaic Panel,NaN,NaN,,0
345,285,17,--,--,RS010W(S),NaN,NaN,,0
1580,808,35,14.5 ~ 15.66 ,15.66,JTM 195-72M,NaN,NaN,,0
1580,808,35,14.5 ~ 15.66 ,15.66,RD100TU-18MD,NaN,NaN,,0
1640,998,35,16.8 ~ 18 ,18,HiS-S275-295WG,NaN,NaN,,0
1200,540,35,13.1 ~ 16.2 ,16.2,PR-85-105M5-36,NaN,NaN,,0
1665,992,40,0.17,17,PolySol 280/285HC MS,NaN,NaN,,0
1983,991,35,16.54 ~ 17.56 ,17.56,CSE-P5C2-72-BB1,NaN,NaN,,0
1969,997,42,16.3 ~ 17.32 ,17.32,ASE72P 320-340,NaN,NaN,,0
